source_id,date,description,pollutant_ppm,biological,results
HaDe16497224,1/21/21 11:05,Bacteria: E. coli,0,3.62236,Contaminated: Biological
KiIs23865224,1/21/21 11:16,"Inorganic contaminants: Copper, Barium",7.80947,0,Contaminated: Chemical
HaDe16457224,1/21/21 11:26,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu05763224,1/21/21 11:27,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkRu03081224,1/21/21 12:04,Clean,0.0236485,2.63E-05,Clean
HaRu19069224,1/21/21 12:33,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AkKi01000224,1/21/21 13:10,Clean,0.0960819,4.99E-05,Clean
KiRu30295224,1/21/21 13:26,"Inorganic contaminants: Zinc, Arsenic, Cadmium",5.10453,0,Contaminated: Chemical
AkRu04127224,1/21/21 13:26,"Inorganic contaminants: Arsenic, Mercury, Arsenic, Zinc",4.98578,0,Contaminated: Chemical
HaRu18175224,1/21/21 13:29,"Inorganic contaminants: Zinc, Zinc, Copper",7.993,0,Contaminated: Chemical
SoMa34143224,1/21/21 14:41,Clean,0.0364635,7.03E-05,Clean
SoIl32901224,1/21/21 14:48,"Inorganic contaminants: Chromium, Selenium",3.2033,0,Contaminated: Chemical
AmRu13233224,1/21/21 15:17,"Inorganic contaminants: Arsenic, Copper, Selenium",3.15571,0,Contaminated: Chemical
HaRu18024224,1/21/21 15:33,Bacteria: E. coli,0,25.4725,Contaminated: Biological
KiMr25022224,1/21/21 15:39,"Inorganic contaminants: Selenium, Chromium",5.06792,0,Contaminated: Chemical
KiHa23414224,1/21/21 15:46,Bacteria: E. coli,0,16.4956,Contaminated: Biological
SoRu36589224,1/21/21 16:02,"Inorganic contaminants: Lead, Mercury, Copper, Cadmium",9.75108,0,Contaminated: Chemical
SoRu34897224,1/22/21 10:05,Clean,0.0670408,1.89E-06,Clean
SoRu38618224,1/22/21 10:16,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaRu19432224,1/22/21 10:50,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu29907224,1/22/21 11:31,"Inorganic contaminants: Mercury, Chromium",3.51455,0,Contaminated: Chemical
KiIs23499224,1/22/21 11:58,Inorganic contaminants: Lead,4.83662,0,Contaminated: Chemical
KiRu26547224,1/22/21 12:07,"Inorganic contaminants: Mercury, Barium, Cadmium, Arsenic",2.19799,0,Contaminated: Chemical
AkKi00955224,1/22/21 12:47,Bacteria: E. coli,0.0812092,40.2273,Contaminated: Biological
HaRu19623224,1/22/21 13:08,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaAm15895224,1/22/21 13:20,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AkLu02070224,1/22/21 13:21,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
SoRu35127224,1/22/21 13:59,"Inorganic contaminants: Mercury, Barium",8.59882,0,Contaminated: Chemical
SoRu38472224,1/22/21 14:15,Inorganic contaminants: Chromium,8.84186,0,Contaminated: Chemical
AkLu02145224,1/22/21 14:33,"Inorganic contaminants: Zinc, Copper, Chromium",7.74549,0,Contaminated: Chemical
SoIl32983224,1/22/21 14:55,"Inorganic contaminants: Chromium, Arsenic, Zinc",6.62319,0,Contaminated: Chemical
HaRu20026224,1/22/21 15:00,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiRu29361224,1/22/21 15:02,"Inorganic contaminants: Copper, Zinc",9.09763,0,Contaminated: Chemical
SoRu36261224,1/22/21 15:09,"Inorganic contaminants: Mercury, Cadmium, Mercury",7.6596,0,Contaminated: Chemical
AkRu04399224,1/22/21 15:26,"Inorganic contaminants: Silver, Cadmium, Chromium",8.44749,0,Contaminated: Chemical
KiAm22226224,1/22/21 15:31,Clean,0.0852289,8.73E-05,Clean
SoRu35566224,1/22/21 16:02,Bacteria: E. coli,0,6.06022,Contaminated: Biological
AkRu05429224,1/22/21 16:30,"Inorganic contaminants: Selenium, Zinc, Copper, Arsenic",8.25008,0,Contaminated: Chemical
AkRu04646224,1/22/21 16:33,Clean,0.0865053,4.06E-05,Clean
KiRu28134224,1/22/21 16:34,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu04594224,1/22/21 16:57,"Inorganic contaminants: Barium, Zinc, Zinc",9.9857,0,Contaminated: Chemical
SoIl32960224,1/23/21 9:10,Clean,0.085168,4.11E-05,Clean
KiRu26626224,1/23/21 10:27,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
SoBa31498224,1/23/21 10:47,Clean,0.0369816,8.38E-05,Clean
AkRu03234224,1/23/21 10:49,Inorganic contaminants: Arsenic,6.07917,0,Contaminated: Chemical
AkRu03989224,1/23/21 11:23,"Inorganic contaminants: Lead, Cadmium, Copper, Copper",6.70047,0,Contaminated: Chemical
KiMr24807224,1/23/21 11:43,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu08734224,1/23/21 11:47,"Inorganic contaminants: Lead, Barium, Chromium, Barium",4.89364,0,Contaminated: Chemical
KiRu27001224,1/23/21 12:01,"Inorganic contaminants: Chromium, Arsenic, Copper, Barium",9.15689,0,Contaminated: Chemical
AkRu08861224,1/23/21 12:07,Clean,0.094754,9.55E-05,Clean
AkHa00618224,1/23/21 12:18,Bacteria: E. coli,0,30.8144,Contaminated: Biological
AkRu03154224,1/23/21 12:39,"Inorganic contaminants: Lead, Selenium, Copper, Mercury",9.40892,0,Contaminated: Chemical
SoMa34579224,1/23/21 12:40,"Inorganic contaminants: Arsenic, Copper, Barium, Lead",1.91719,0,Contaminated: Chemical
SoBa31616224,1/23/21 12:47,Clean,0.0966968,2.62E-05,Clean
KiRu25390224,1/23/21 12:48,"Inorganic contaminants: Silver, Silver",1.64722,0,Contaminated: Chemical
AkLu02273224,1/23/21 13:02,"Inorganic contaminants: Lead, Copper",4.94908,0,Contaminated: Chemical
SoRu38008224,1/23/21 13:07,"Inorganic contaminants: Barium, Cadmium, Copper, Barium",2.81807,0,Contaminated: Chemical
AkRu07590224,1/23/21 13:30,Clean,0.0859191,4.44E-05,Clean
AmAs10622224,1/23/21 13:30,"Inorganic contaminants: Copper, Copper, Zinc, Arsenic",5.54253,0,Contaminated: Chemical
AkRu03539224,1/23/21 13:39,"Inorganic contaminants: Lead, Cadmium, Cadmium",6.01575,0,Contaminated: Chemical
AkRu04579224,1/23/21 13:43,"Inorganic contaminants: Zinc, Selenium",9.11716,0,Contaminated: Chemical
HaRu20472224,1/23/21 14:02,"Inorganic contaminants: Copper, Copper",7.34135,0,Contaminated: Chemical
HaRu18943224,1/23/21 14:04,"Inorganic contaminants: Silver, Selenium, Arsenic",8.95549,0,Contaminated: Chemical
KiRu26689224,1/23/21 14:06,Inorganic contaminants: Lead,3.38886,0,Contaminated: Chemical
AkRu07782224,1/23/21 14:11,"Inorganic contaminants: Arsenic, Copper, Mercury",9.9659,0,Contaminated: Chemical
KiMr25176224,1/23/21 15:24,Inorganic contaminants: Barium,7.0077,0,Contaminated: Chemical
AkHa00703224,1/23/21 15:35,Clean,0.0909901,4.35E-05,Clean
HaRu20226224,1/23/21 16:01,Bacteria: E. coli,0,35.8915,Contaminated: Biological
AkLu01896224,1/23/21 16:49,"Inorganic contaminants: Barium, Lead, Chromium",5.62734,0,Contaminated: Chemical
SoKo33520224,1/24/21 9:08,Clean,0.0606088,8.42E-05,Clean
AkRu08082224,1/24/21 9:34,"Inorganic contaminants: Zinc, Arsenic, Zinc",6.98444,0,Contaminated: Chemical
KiRu28019224,1/24/21 9:37,"Inorganic contaminants: Cadmium, Arsenic, Cadmium",7.06279,0,Contaminated: Chemical
AmRu14127224,1/24/21 10:11,Clean,0.0396479,9.06E-05,Clean
HaSe20907224,1/24/21 10:22,Clean,0.0858261,4.40E-07,Clean
AmRu12917224,1/24/21 10:32,"Inorganic contaminants: Zinc, Selenium",4.19528,0,Contaminated: Chemical
AkRu03339224,1/24/21 10:55,Clean,0.0868878,3.04E-05,Clean
HaSe20906224,1/24/21 11:11,Clean,0.010007,5.04E-05,Clean
AkRu02872224,1/24/21 11:16,Clean,0.0109528,6.12E-05,Clean
HaRu19814224,1/24/21 11:33,"Inorganic contaminants: Zinc, Copper, Arsenic, Chromium",2.62107,0,Contaminated: Chemical
AkRu08304224,1/24/21 12:07,Clean,0.0680549,5.45E-05,Clean
SoBa31554224,1/24/21 12:13,"Inorganic contaminants: Silver, Lead, Zinc",3.56051,0,Contaminated: Chemical
KiRu27004224,1/24/21 12:21,"Inorganic contaminants: Silver, Silver",5.6299,0,Contaminated: Chemical
HaSe21092224,1/24/21 12:42,Bacteria: E. coli,0,37.0141,Contaminated: Biological
KiRu28585224,1/24/21 12:47,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AmRu14133224,1/24/21 13:03,Inorganic contaminants: Chromium,6.75778,0,Contaminated: Chemical
KiMr25067224,1/24/21 13:33,Bacteria: E. coli,0,27.3962,Contaminated: Biological
HaYa21417224,1/24/21 14:05,"Inorganic contaminants: Barium, Cadmium, Cadmium",6.82482,0,Contaminated: Chemical
KiRu27183224,1/24/21 14:14,"Inorganic contaminants: Zinc, Copper, Cadmium",8.46065,0,Contaminated: Chemical
AkRu03195224,1/24/21 14:34,Inorganic contaminants: Cadmium,8.36215,0,Contaminated: Chemical
SoRu36225224,1/24/21 14:36,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu08347224,1/24/21 14:51,"Inorganic contaminants: Lead, Mercury, Chromium",5.8155,0,Contaminated: Chemical
HaRu20856224,1/24/21 14:52,"Inorganic contaminants: Barium, Lead, Selenium",4.72476,0,Contaminated: Chemical
KiRu26675224,1/24/21 15:07,Inorganic contaminants: Arsenic,1.32734,0,Contaminated: Chemical
SoMa34554224,1/24/21 15:25,Clean,0.0918475,8.90E-05,Clean
AmRu13120224,1/24/21 15:27,Clean,0.053975,8.14E-05,Clean
SoMa34388224,1/24/21 15:30,Clean,0.0696137,4.02E-05,Clean
KiMr24301224,1/24/21 15:43,Clean,0.0776689,5.69E-05,Clean
KiRu25956224,1/24/21 16:00,Clean,0.0631376,6.37E-05,Clean
HaRu19264224,1/24/21 16:24,"Inorganic contaminants: Mercury, Cadmium, Copper",4.27496,0,Contaminated: Chemical
HaRu17855224,1/25/21 9:06,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkRu04297224,1/25/21 9:07,Clean,0.0567048,4.79E-05,Clean
AkRu07184224,1/25/21 9:15,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkKi01486224,1/25/21 9:49,Clean,0.088899,4.85E-05,Clean
KiRu29289224,1/25/21 10:02,"Inorganic contaminants: Zinc, Zinc, Mercury, Lead",1.9474,0,Contaminated: Chemical
AkRu06849224,1/25/21 10:05,"Inorganic contaminants: Chromium, Silver, Arsenic",2.47736,0,Contaminated: Chemical
SoRu39019224,1/25/21 11:12,Clean,0.02986,9.89E-05,Clean
AkRu05540224,1/25/21 11:28,"Inorganic contaminants: Silver, Arsenic, Mercury, Silver",9.55177,0,Contaminated: Chemical
KiMr25111224,1/25/21 11:35,"Inorganic contaminants: Chromium, Barium",8.33901,0,Contaminated: Chemical
KiRu29965224,1/25/21 11:41,"Inorganic contaminants: Lead, Arsenic, Barium, Lead",3.38477,0,Contaminated: Chemical
HaRu17108224,1/25/21 12:08,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiRu29787224,1/25/21 12:18,"Inorganic contaminants: Barium, Mercury",4.9435,0,Contaminated: Chemical
HaRu19997224,1/25/21 12:21,"Inorganic contaminants: Mercury, Copper",7.10122,0,Contaminated: Chemical
KiMr24430224,1/25/21 12:30,Clean,0.0813465,4.88E-05,Clean
KiHa23333224,1/25/21 12:30,Bacteria: E. coli,0,25.9385,Contaminated: Biological
KiRu30281224,1/25/21 12:37,Inorganic contaminants: Silver,3.8185,0,Contaminated: Chemical
AkRu05092224,1/25/21 12:52,Clean,0.0491501,4.73E-05,Clean
AkRu04590224,1/25/21 12:58,"Inorganic contaminants: Silver, Barium",1.75482,0,Contaminated: Chemical
SoRu38673224,1/25/21 13:43,"Inorganic contaminants: Selenium, Silver, Mercury",6.50587,0,Contaminated: Chemical
AkRu04207224,1/25/21 13:47,Clean,0.0121267,9.03E-05,Clean
SoRu38003224,1/25/21 14:03,"Inorganic contaminants: Arsenic, Mercury, Copper, Mercury",3.46786,0,Contaminated: Chemical
SoCh32143224,1/25/21 14:18,"Inorganic contaminants: Silver, Selenium",6.74403,0,Contaminated: Chemical
KiRu28529224,1/25/21 14:24,Clean,0.0690387,9.34E-06,Clean
AkRu08837224,1/25/21 14:44,Inorganic contaminants: Barium,1.2555,0,Contaminated: Chemical
SoMa34489224,1/25/21 14:49,"Inorganic contaminants: Silver, Selenium",3.90168,0,Contaminated: Chemical
KiIs23529224,1/25/21 15:13,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu26960224,1/25/21 15:28,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AkLu01644224,1/25/21 15:31,"Inorganic contaminants: Copper, Mercury, Barium, Chromium",7.72286,0,Contaminated: Chemical
HaDj16869224,1/25/21 15:53,"Inorganic contaminants: Selenium, Chromium, Selenium",3.10187,0,Contaminated: Chemical
AkLu01725224,1/25/21 16:02,Clean,0.037144,7.59E-05,Clean
HaAm16039224,1/25/21 16:05,"Inorganic contaminants: Selenium, Copper, Silver",3.40753,0,Contaminated: Chemical
AkRu02731224,1/25/21 16:48,Inorganic contaminants: Lead,7.03572,0,Contaminated: Chemical
AkRu06596224,1/25/21 16:51,Bacteria: E. coli,0,47.5042,Contaminated: Biological
AmPw12325224,1/28/21 9:03,Clean,0.0558025,5.15E-05,Clean
SoRu39509224,1/28/21 9:04,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
SoIl32949224,1/28/21 9:15,"Inorganic contaminants: Silver, Zinc",1.80523,0,Contaminated: Chemical
AkRu07352224,1/28/21 9:18,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu28243224,1/28/21 9:22,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AmPw12709224,1/28/21 9:33,Clean,0.0427078,2.98E-05,Clean
AkRu07343224,1/28/21 9:40,Clean,0.0912472,9.45E-05,Clean
SoRu36904224,1/28/21 9:54,Inorganic contaminants: Selenium,5.86319,0,Contaminated: Chemical
SoRu37697224,1/28/21 10:00,Clean,0.0840197,8.33E-05,Clean
KiRu28391224,1/28/21 10:01,Inorganic contaminants: Silver,5.86549,0,Contaminated: Chemical
AmAb08944224,1/28/21 10:11,Clean,0.0410911,3.27E-05,Clean
KiRu29412224,1/28/21 10:39,Bacteria: E. coli,0,9.70528,Contaminated: Biological
HaRu20344224,1/28/21 10:51,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
SoRu39251224,1/28/21 11:06,"Inorganic contaminants: Zinc, Zinc, Chromium, Chromium",3.58566,0,Contaminated: Chemical
KiIs23569224,1/28/21 11:10,Clean,0.0463789,1.39E-05,Clean
SoRu38525224,1/28/21 11:28,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkHa00416224,1/28/21 12:37,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiAm21968224,1/28/21 12:56,"Inorganic contaminants: Zinc, Chromium, Lead",1.7506,0,Contaminated: Chemical
KiHa23054224,1/28/21 13:08,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AmRu15234224,1/28/21 13:10,Clean,0.0613143,7.12E-05,Clean
AmAm09998224,1/28/21 13:30,Clean,0.0541299,1.45E-05,Clean
AmRu15371224,1/28/21 13:57,Clean,0.0464694,5.89E-05,Clean
KiRu25366224,1/28/21 14:56,Clean,0.0968877,5.09E-05,Clean
AkRu03253224,1/28/21 15:49,Clean,0.0140793,7.76E-05,Clean
AkLu02290224,1/28/21 15:59,Inorganic contaminants: Zinc,9.5653,0,Contaminated: Chemical
HaRu18381224,1/29/21 9:04,"Inorganic contaminants: Silver, Zinc, Cadmium",2.5829,0,Contaminated: Chemical
AkRu08790224,1/29/21 10:22,"Inorganic contaminants: Silver, Chromium, Lead",8.39461,0,Contaminated: Chemical
KiMr24419224,1/29/21 10:25,Bacteria: E. coli,0,6.01384,Contaminated: Biological
HaAm16195224,1/29/21 10:41,Inorganic contaminants: Chromium,4.09763,0,Contaminated: Chemical
AkRu04812224,1/29/21 10:55,Clean,0.0549035,3.55E-05,Clean
AkLu02648224,1/29/21 10:56,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkHa00155224,1/29/21 11:02,"Inorganic contaminants: Barium, Mercury",3.36041,0,Contaminated: Chemical
KiRu25926224,1/29/21 11:07,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaZa21881224,1/29/21 11:14,Inorganic contaminants: Arsenic,7.87269,0,Contaminated: Chemical
AmRu14939224,1/29/21 11:21,Inorganic contaminants: Selenium,7.50372,0,Contaminated: Chemical
AmRu14361224,1/29/21 12:23,Clean,0.0963366,4.47E-05,Clean
KiHa22715224,1/29/21 12:36,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkLu01981224,1/29/21 12:41,Clean,0.0274586,1.72E-05,Clean
KiZu31113224,1/29/21 12:47,Clean,0.0181854,5.17E-05,Clean
SoCh31975224,1/29/21 13:04,Clean,0.0537673,6.80E-06,Clean
AmRu12898224,1/29/21 13:13,Inorganic contaminants: Selenium,6.08822,0,Contaminated: Chemical
HaRu20808224,1/29/21 13:50,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiZu31363224,1/29/21 14:07,"Inorganic contaminants: Arsenic, Mercury, Chromium",8.91159,0,Contaminated: Chemical
KiRu27779224,1/29/21 14:14,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaRu19424224,1/29/21 14:15,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaRu17026224,1/29/21 15:11,"Inorganic contaminants: Selenium, Lead, Arsenic",4.45992,0,Contaminated: Chemical
AkRu07633224,1/29/21 15:12,"Inorganic contaminants: Copper, Lead, Mercury, Zinc",5.96972,0,Contaminated: Chemical
SoIl33029224,1/29/21 15:46,"Inorganic contaminants: Cadmium, Lead",6.51589,0,Contaminated: Chemical
KiHa22704224,1/29/21 15:48,Clean,0.0792957,7.90E-05,Clean
AkRu04710224,1/29/21 16:01,Clean,0.0641068,7.45E-05,Clean
HaDe16396224,1/29/21 16:02,Clean,0.031258,3.57E-05,Clean
AkRu03133224,1/29/21 16:05,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaSe20969224,1/29/21 16:56,Clean,0.0320481,5.51E-05,Clean
KiRu29354224,1/29/21 16:58,Clean,0.0994226,6.81E-05,Clean
KiIs24017224,1/30/21 9:33,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
KiHa23292224,1/30/21 9:53,Clean,0.0895777,7.55E-05,Clean
KiMr24858224,1/30/21 9:54,Clean,0.0825433,7.32E-05,Clean
HaRu18799224,1/30/21 9:56,Bacteria: E. coli,0,0.953354,Contaminated: Biological
KiRu25416224,1/30/21 10:19,Clean,0.0838951,3.94E-05,Clean
KiRu27322224,1/30/21 11:07,Bacteria: Shigella,0,318.664,Contaminated: Biological
AmRu14312224,1/30/21 11:15,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
KiAm22067224,1/30/21 11:43,"Inorganic contaminants: Silver, Cadmium, Cadmium, Cadmium",1.71437,0,Contaminated: Chemical
AkRu06180224,1/30/21 11:55,"Inorganic contaminants: Selenium, Cadmium, Arsenic",9.20164,0,Contaminated: Chemical
HaRu19094224,1/30/21 13:02,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaDe16474224,1/30/21 13:09,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
SoRu37104224,1/30/21 13:13,Bacteria: E. coli,0,36.7253,Contaminated: Biological
AkKi00836224,1/30/21 13:13,Clean,0.0123981,7.72E-05,Clean
AkRu02814224,1/30/21 13:20,Inorganic contaminants: Copper,7.29752,0,Contaminated: Chemical
KiHa22720224,1/30/21 13:32,Clean,0.0341284,6.80E-05,Clean
AmAm09348224,1/30/21 13:32,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
SoRu38572224,1/30/21 13:37,Clean,0.0608223,8.19E-06,Clean
KiIs23884224,1/30/21 13:53,"Inorganic contaminants: Lead, Barium",1.74758,0,Contaminated: Chemical
SoMa34349224,1/30/21 13:57,Clean,0.0948153,3.71E-05,Clean
KiRu28160224,1/30/21 14:23,Inorganic contaminants: Chromium,2.63577,0,Contaminated: Chemical
AkRu03073224,1/30/21 14:23,Clean,0.0577935,6.09E-05,Clean
KiRu26611224,1/30/21 14:35,"Inorganic contaminants: Cadmium, Mercury, Chromium, Zinc",5.82372,0,Contaminated: Chemical
SoMa33703224,1/30/21 15:03,Clean,0.0593005,9.31E-05,Clean
SoMa34274224,1/30/21 15:43,Clean,0.0881703,8.27E-05,Clean
KiAm22282224,1/30/21 16:28,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
SoBa31460224,1/31/21 9:15,Clean,0.0478014,3.42E-05,Clean
AkRu07290224,1/31/21 9:24,"Inorganic contaminants: Cadmium, Zinc, Cadmium, Lead",1.28227,0,Contaminated: Chemical
SoRu37290224,1/31/21 9:24,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
HaSe21115224,1/31/21 9:31,Clean,0.097901,2.30E-05,Clean
SoBa31649224,1/31/21 9:53,Clean,0.0991315,1.22E-05,Clean
KiIs24011224,1/31/21 10:05,Clean,0.0260671,9.22E-05,Clean
AkRu05918224,1/31/21 10:19,Clean,0.0294205,2.43E-05,Clean
KiIs23987224,1/31/21 10:46,Bacteria: E. coli,0,30.7663,Contaminated: Biological
AkRu04030224,1/31/21 11:22,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu05302224,1/31/21 11:24,"Inorganic contaminants: Selenium, Chromium, Chromium",1.38999,0,Contaminated: Chemical
AkRu02848224,1/31/21 11:35,Clean,0.080726,4.50E-05,Clean
HaRu17276224,1/31/21 11:45,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AkRu07189224,1/31/21 11:46,Bacteria: Salmonella,0,267.371,Contaminated: Biological
HaRu20680224,1/31/21 12:57,Virus: Enteroviruses,0,262.668,Contaminated: Biological
HaRu17869224,1/31/21 13:05,"Inorganic contaminants: Selenium, Arsenic, Selenium",8.09168,0,Contaminated: Chemical
KiRu29776224,1/31/21 13:07,"Inorganic contaminants: Selenium, Barium, Zinc, Selenium",4.34238,0,Contaminated: Chemical
HaAm15936224,1/31/21 13:08,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu08239224,1/31/21 13:23,"Inorganic contaminants: Mercury, Chromium",2.89687,0,Contaminated: Chemical
AkRu03751224,1/31/21 13:32,Inorganic contaminants: Mercury,7.45108,0,Contaminated: Chemical
HaAm15904224,1/31/21 13:54,"Inorganic contaminants: Selenium, Cadmium, Mercury",9.18695,0,Contaminated: Chemical
KiRu25253224,1/31/21 13:59,"Inorganic contaminants: Lead, Silver, Mercury",9.85643,0,Contaminated: Chemical
AmRu15826224,1/31/21 14:29,Clean,0.0781734,5.19E-05,Clean
AkRu06455224,1/31/21 15:26,"Inorganic contaminants: Cadmium, Chromium",9.54642,0,Contaminated: Chemical
AkLu02377224,1/31/21 15:28,Inorganic contaminants: Selenium,5.87553,0,Contaminated: Chemical
AkRu04447224,1/31/21 15:32,Inorganic contaminants: Mercury,7.30316,0,Contaminated: Chemical
HaRu17163224,1/31/21 15:48,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu07636224,2/1/21 9:20,Clean,0.0175232,2.46E-05,Clean
SoRu35338224,2/1/21 9:37,"Inorganic contaminants: Zinc, Chromium",4.10939,0,Contaminated: Chemical
SoMa34541224,2/1/21 9:39,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu25769224,2/1/21 9:49,Bacteria: E. coli,0,43.6555,Contaminated: Biological
KiMr24391224,2/1/21 9:52,Clean,0.031924,6.72E-05,Clean
